vintage,state,fips,county,max_recdate,totalcount
202004,CA,06019,Fresno County,20200312,537320
202004,CA,06115,Yuba County,20200326,43892
202004,CA,06027,Inyo County,20200302,9351
202004,CA,06061,Placer County,20200310,357136
202004,CA,06069,San Benito County,20200313,29234
202004,CA,06075,San Francisco County,20200327,399249
202004,CA,06113,Yolo County,20200207,106242
202004,CA,06107,Tulare County,20200311,234899
202004,CA,06031,Kings County,20200327,62363
202004,CO,08097,Pitkin County,20200123,14657
202004,CO,08015,Chaffee County,20200313,11838
202004,CO,08085,Montrose County,20200324,31519
202004,CO,08035,Douglas County,20200410,530102
202004,CO,08063,Kit Carson County,20171220,3491
202004,CO,08087,Morgan County,20200313,19805
202004,CO,08029,Delta County,20200327,29079
202004,CO,08047,Gilpin County,20191227,4294
202004,CO,08073,Lincoln County,20200226,619
202004,CO,08051,Gunnison County,20200313,20304
202004,CO,08117,Summit County,20200318,81526
202004,CO,08027,Custer County,20200325,6978
202004,CO,08023,Costilla County,20190325,3367
202004,CO,08019,Clear Creek County,20200302,6818
202004,CO,08037,Eagle County,20200316,63961
202004,CO,08069,Larimer County,20200323,333158
202004,CT,09007,Middlesex County,20200327,96950
202004,CT,09009,New Haven County,20200327,411886
202004,FL,12043,Glades County,20200203,12578
202004,FL,12019,Clay County,20200402,215034
202004,FL,12111,St. Lucie County,20200406,422316
202004,FL,12001,Alachua County,20200409,219339
202004,FL,12133,Washington County,20200313,16324
202004,FL,12119,Sumter County,20200326,151003
202004,FL,12105,Polk County,20200402,1105371
202004,FL,12071,Lee County,20200403,1238862
202004,FL,12073,Leon County,20200408,217748
202004,FL,12051,Hendry County,20200326,74574
202004,FL,12021,Collier County,20200402,566969
202004,FL,12087,Monroe County,20200406,201196
202004,FL,12115,Sarasota County,20200409,671270
202004,FL,12039,Gadsden County,20200316,25191
202004,FL,12097,Osceola County,20200331,375672
202004,FL,12049,Hardee County,20200401,22007
202004,FL,12129,Wakulla County,20200406,28833
202004,FL,12027,DeSoto County,20200409,24618
202004,GA,13009,Baldwin County,20200306,6712
202004,GA,13199,Meriwether County,20200312,15573
202004,GA,13243,Randolph County,20200313,792
202004,GA,13265,Taliaferro County,20200317,830
202004,GA,13197,Marion County,20200323,4584
202004,IN,18045,Fountain County,20200408,9338
202004,IN,18047,Franklin County,20191120,5455
202004,IN,18069,Huntington County,20200309,21989
202004,IN,18169,Wabash County,20200312,18850
202004,IN,18131,Pulaski County,20200323,7953
202004,IN,18059,Hancock County,20200327,50884
202004,IN,18151,Steuben County,20191213,15398
202004,IN,18107,Montgomery County,20200128,28280
202004,IN,18021,Clay County,20200318,9324
202004,IN,18007,Benton County,20200327,1901
202004,IN,18055,Greene County,20200401,9252
202004,IN,18017,Cass County,20190611,20178
202004,IN,18049,Fulton County,20191213,5660
202004,IN,18025,Crawford County,20200131,2682
202004,IN,18053,Grant County,20200306,43321
202004,IN,18085,Kosciusko County,20200313,56126
202004,IN,18013,Brown County,20200319,6897
202004,IN,18081,Johnson County,20200331,65987
202004,KS,20157,Republic County,20090501,2884
202004,KS,20101,Lane County,20101101,1094
202004,KS,20111,Lyon County,20190823,23682
202004,KS,20163,Rooks County,20100301,3479
202004,KS,20021,Cherokee County,20100501,12055
202004,KS,20159,Rice County,20100501,5054
202004,KS,20025,Clark County,20150129,1254
202004,KS,20115,Marion County,20180518,5880
202004,KS,20061,Geary County,20191231,12044
202004,KS,20117,Marshall County,20030813,4
202004,KS,20043,Doniphan County,20090601,2864
202004,KS,20123,Mitchell County,20100501,3476
202004,KS,20195,Trego County,20100501,1653
202004,KS,20133,Neosho County,20150722,9596
202004,KS,20099,Labette County,20171213,10711
202004,KS,20011,Bourbon County,20190917,13875
202004,KS,20169,Saline County,20200319,30024
202004,KS,20093,Kearny County,20090501,1333
202004,KS,20077,Harper County,20100501,3919
202004,KS,20203,Wichita County,20100501,1089
202004,KS,20057,Ford County,20170522,11593
202004,KS,20029,Cloud County,20180521,8836
202004,KS,20103,Leavenworth County,20190827,48932
202004,KS,20091,Johnson County,20200327,361884
202004,KY,21057,Cumberland County,19900201,2
202004,KY,21095,Harlan County,20131030,6443
202004,KY,21099,Hart County,20190530,9833
202004,KY,21145,McCracken County,20200116,48641
202004,KY,21157,Marshall County,20200130,5571
202004,KY,21167,Mercer County,20200311,4150
202004,KY,21215,Spencer County,20200316,15758
202004,KY,21165,Menifee County,19960301,2
202004,KY,21229,Washington County,20180910,7533
202004,KY,21135,Lewis County,20200123,807
202004,KY,21075,Fulton County,20200131,4618
202004,KY,21113,Jessamine County,20200302,35722
202004,KY,21147,McCreary County,20200311,2388
202004,KY,21005,Anderson County,20200330,17505
202004,KY,21173,Montgomery County,20180628,9574
202004,KY,21041,Carroll County,20190723,7958
202004,KY,21043,Carter County,20200121,12012
202004,KY,21087,Green County,20200222,1839
202004,KY,21093,Hardin County,20200310,38859
202004,KY,21209,Scott County,20200312,12662
202004,KY,21163,Meade County,20200319,4560
202004,KY,21181,Nicholas County,20180306,4062
202004,KY,21171,Monroe County,20181108,6823
202004,KY,21039,Carlisle County,20190903,1915
202004,KY,21055,Crittenden County,20200127,4862
202004,KY,21107,Hopkins County,20200313,37261
202004,KY,21115,Johnson County,20200327,11614
202004,LA,22041,Franklin Parish,20170918,1589
202004,LA,22097,St. Landry Parish,20200324,11161
202004,LA,22059,La Salle Parish,20200331,1555
202004,LA,22095,St. John the Baptist Parish,20200316,2329
202004,LA,22101,St. Mary Parish,20200324,14910
202004,LA,22109,Terrebonne Parish,20200401,51005
202004,LA,22107,Tensas Parish,20161029,758
202004,LA,22067,Morehouse Parish,20190718,7366
202004,LA,22031,De Soto Parish,20200310,5327
202004,LA,22111,Union Parish,20200323,596
202004,LA,22121,West Baton Rouge Parish,20200327,9288
202004,LA,22089,St. Charles Parish,20200303,13302
202004,LA,22015,Bossier Parish,20200327,79610
202004,LA,22011,Beauregard Parish,20200409,13691
202004,MA,25011,Franklin County,20200320,38776
202004,MA,25007,Dukes County,20200323,11568
202004,MA,25005,Bristol County,20200408,296634
202004,MD,24011,Caroline County,20200302,37429
202004,MD,24023,Garrett County,20200303,29136
202004,MD,24510,Baltimore city,20200309,518585
202004,MD,24047,Worcester County,20200305,123205
202004,MD,24045,Wicomico County,20200218,79853
202004,MD,24015,Cecil County,20200306,76254
202004,MD,24003,Anne Arundel County,20200309,470928
202004,ME,23029,Washington County,20200309,8324
202004,ME,23013,Knox County,20200318,19669
202004,ME,23017,Oxford County,20200318,11207
202004,MI,26109,Menominee County,20170421,1618
202004,GA,13083,Dade County,20200326,10406
202004,GA,13297,Walton County,20200326,66399
202004,GA,13007,Baker County,20200330,1577
202004,GA,13321,Worth County,20200331,2438
202004,GA,13081,Crisp County,20200402,13808
202004,GA,13047,Catoosa County,20200313,50458
202004,GA,13095,Dougherty County,20200317,23544
202004,GA,13139,Hall County,20200320,133145
202004,GA,13267,Tattnall County,20200324,2442
202004,GA,13277,Tift County,20200325,6447
202004,GA,13223,Paulding County,20200326,176499
202004,GA,13029,Bryan County,20200330,15224
202004,GA,13303,Washington County,20200401,2003
202004,GA,13071,Colquitt County,20200407,26032
202004,GA,13255,Spalding County,20200311,50296
202004,GA,13035,Butts County,20200313,14263
202004,GA,13271,Telfair County,20200317,3782
202004,GA,13141,Hancock County,20200320,1962
202004,GA,13147,Hart County,20200323,6732
202004,GA,13057,Cherokee County,20200324,244072
202004,GA,13313,Whitfield County,20200324,61240
202004,GA,13307,Webster County,20200325,1139
202004,GA,13225,Peach County,20200330,4335
202004,GA,13109,Evans County,20200402,6705
202004,GA,13135,Gwinnett County,20200410,796528
202004,GA,13061,Clay County,20200305,1545
202004,GA,13073,Columbia County,20200311,126634
202004,GA,13295,Walker County,20200312,44477
202004,GA,13235,Pulaski County,20200318,4377
202004,GA,13115,Floyd County,20200320,108146
202004,GA,13161,Jeff Davis County,20200323,8230
202004,GA,13283,Treutlen County,20200324,521
202004,GA,13039,Camden County,20200326,15528
202004,GA,13111,Fannin County,20200330,31849
202004,GA,13093,Dooly County,20200402,5676
202004,IA,19173,Taylor County,20190822,1191
202004,IA,19097,Jackson County,20191220,5722
202004,IA,19063,Emmet County,20200213,2959
202004,IA,19091,Humboldt County,20200218,3689
202004,IA,19017,Bremer County,20200305,7575
202004,IA,19033,Cerro Gordo County,20200306,15022
202004,IA,19155,Pottawattamie County,20200313,52126
202004,IA,19085,Harrison County,20200116,4496
202004,IA,19157,Poweshiek County,20200217,17028
202004,IA,19149,Plymouth County,20200218,6126
202004,IA,19007,Appanoose County,20200306,4337
202004,IA,19139,Muscatine County,20200312,27555
202004,IA,19159,Ringgold County,20191105,4072
202004,IA,19193,Woodbury County,20200203,31056
202004,IA,19167,Sioux County,20200218,7652
202004,IA,19045,Clinton County,20200305,22932
202004,IA,19153,Polk County,20200327,281697
202004,IA,19163,Scott County,20200409,87868
202004,IA,19143,Osceola County,20191010,235
202004,IA,19175,Union County,20200206,4260
202004,IA,19013,Black Hawk County,20200218,25776
202004,IA,19125,Marion County,20200218,11191
202004,IA,19191,Winneshiek County,20200226,2268
202004,IA,19099,Jasper County,20200304,27235
202004,IA,19005,Allamakee County,20200311,5189
202004,ID,16071,Oneida County,20200124,744
202004,ID,16069,Nez Perce County,20200310,20219
202004,ID,16039,Elmore County,20200320,6411
202004,ID,16049,Idaho County,20191231,6055
202004,ID,16059,Lemhi County,20200309,6104
202004,ID,16041,Franklin County,20200211,3852
202004,ID,16019,Bonneville County,20200316,72519
202004,ID,16037,Custer County,20190506,3575
202004,ID,16053,Jerome County,20200306,4305
202004,ID,16075,Payette County,20200316,11770
202004,IL,17129,Menard County,20171013,4804
202004,IL,17059,Gallatin County,20190801,1382
202004,IL,17075,Iroquois County,20191220,9584
202004,IL,17029,Coles County,20200224,13645
202004,IL,17091,Kankakee County,20200323,35261
202004,IL,17157,Randolph County,20200326,7041
202004,IL,17155,Putnam County,20200406,17
202004,IL,17079,Jasper County,20191220,758
202004,IL,17125,Mason County,20200221,5547
202004,IL,17195,Whiteside County,20200316,19319
202004,IL,17179,Tazewell County,20200325,85355
202004,IL,17171,Scott County,20170329,683
202004,IL,17053,Ford County,20191028,7597
202004,IL,17137,Morgan County,20191230,9302
202004,IL,17021,Christian County,20200316,17863
202004,IL,17135,Montgomery County,20200320,11429
202004,IL,17001,Adams County,20200409,21365
202004,IL,17175,Stark County,20191101,1577
202004,IL,17199,Williamson County,20200214,27085
202004,IL,17115,Macon County,20200320,41469
202004,IL,17121,Marion County,20200402,3966
202004,IL,17131,Mercer County,20200406,2292
202004,IL,17187,Warren County,20200408,5954
202004,IN,18159,Tipton County,20190530,3522
202004,IN,18167,Vigo County,20200120,66714
202004,IN,18147,Spencer County,20200312,4983
202004,IN,18119,Owen County,20200318,7761
202004,GA,13133,Greene County,20200324,19922
202004,GA,13025,Brantley County,20200325,9335
202004,GA,13107,Emanuel County,20200327,2523
202004,GA,13153,Houston County,20200401,107497
202004,GA,13189,McDuffie County,20200402,13526
202004,GA,13113,Fayette County,20200306,95325
202004,GA,13257,Stephens County,20200316,17539
202004,GA,13247,Rockdale County,20200319,89761
202004,GA,13059,Clarke County,20200324,81378
202004,GA,13221,Oglethorpe County,20200325,8422
202004,GA,13015,Bartow County,20200326,81330
202004,GA,13287,Turner County,20200327,1427
202004,GA,13011,Banks County,20200331,11127
202004,GA,13229,Pierce County,20200402,4106
202004,GA,13119,Franklin County,20200311,16245
202004,GA,13315,Wilcox County,20200312,1632
202004,GA,13299,Ware County,20200313,5671
202004,GA,13233,Polk County,20200320,9662
202004,GA,13019,Berrien County,20200325,3310
202004,GA,13261,Sumter County,20200326,5179
202004,GA,13049,Charlton County,20200327,4740
202004,GA,13075,Cook County,20200330,3209
202004,GA,13185,Lowndes County,20200401,97342
202004,GA,13063,Clayton County,20200302,198700
202004,GA,13181,Lincoln County,20200306,1930
202004,GA,13319,Wilkinson County,20200311,1227
202004,GA,13311,White County,20200313,20671
202004,GA,13067,Cobb County,20200320,604759
202004,GA,13275,Thomas County,20200320,29384
202004,GA,13031,Bulloch County,20200324,14428
202004,GA,13179,Liberty County,20200325,10198
202004,GA,13129,Gordon County,20200327,29504
202004,GA,13251,Screven County,20200331,7891
202004,HI,15007,Kauai County,20200317,54301
202004,HI,15009,Maui County,20200318,146909
202004,IA,19037,Chickasaw County,20190822,2547
202004,IA,19075,Grundy County,20191230,7399
202004,IA,19147,Palo Alto County,20200214,3275
202004,IA,19031,Cedar County,20200303,6168
202004,IA,19015,Boone County,20200306,9058
202004,IA,19113,Linn County,20200409,149295
202004,IA,19053,Decatur County,20191112,1961
202004,IA,19073,Greene County,20200214,2980
202004,IA,19041,Clay County,20200218,5219
202004,IA,19043,Clayton County,20200219,5084
202004,IA,19181,Warren County,20200306,37594
202004,IA,19137,Montgomery County,20191017,2697
202004,IA,19189,Winnebago County,20200110,3151
202004,IA,19057,Des Moines County,20200214,23874
202004,IA,19105,Jones County,20200302,5334
202004,IA,19171,Tama County,20200305,4243
202004,IA,19087,Henry County,20200306,5117
202004,IA,19183,Washington County,20200402,5542
202004,IA,19035,Cherokee County,20191220,3695
202004,IA,19047,Crawford County,20200213,5059
202004,IA,19111,Lee County,20200218,10145
202004,IA,19187,Webster County,20200218,12612
202004,IA,19109,Kossuth County,20200302,14230
202004,IA,19081,Hancock County,20200306,3912
202004,IA,19055,Delaware County,20200406,11850
202004,ID,16003,Adams County,20200124,1099
202004,ID,16013,Blaine County,20200312,23483
202004,ID,16087,Washington County,20200317,3901
202004,ID,16061,Lewis County,20191009,1059
202004,ID,16047,Gooding County,20200127,4149
202004,ID,16085,Valley County,20200313,14497
202004,ID,16009,Benewah County,20200306,3669
202004,ID,16043,Fremont County,20200316,8972
202004,ID,16083,Twin Falls County,20200323,46035
202004,ID,16007,Bear Lake County,20191210,2772
202004,ID,16027,Canyon County,20200312,154781
202004,IL,17071,Henderson County,20190220,1416
202004,IL,17051,Fayette County,20191125,3838
202004,IL,17019,Champaign County,20200305,96666
202004,IL,17127,Massac County,20200318,5652
202004,IL,17097,Lake County,20200331,573872
202004,IL,17065,Hamilton County,20200409,4368
202004,IL,17203,Woodford County,20191231,18868
202004,IL,17081,Jefferson County,20200313,12984
202004,IL,17123,Marshall County,20200320,5085
202004,IL,17201,Winnebago County,20200409,207322
202004,IL,17181,Union County,20181221,14
202004,IL,17159,Richland County,20191118,95
202004,IL,17049,Effingham County,20200106,4666
202004,IL,17025,Clay County,20200320,8416
202004,IL,17197,Will County,20200323,540564
202004,IL,17117,Macoupin County,20200403,14415
202004,IL,17063,Grundy County,20200409,29714
202004,IL,17061,Greene County,20131016,244
202004,IL,17185,Wabash County,20191220,2586
202004,IL,17083,Jersey County,20200318,13953
202004,IL,17177,Stephenson County,20200323,6015
202004,IL,17105,Livingston County,20200403,23948
202004,IL,17189,Washington County,20200407,8823
202004,IL,17011,Bureau County,20200409,17659
202004,IN,18113,Noble County,20190625,20756
202004,IN,18121,Parke County,20191219,4600
202004,IN,18033,DeKalb County,20200221,14623
202004,IN,18171,Warren County,20200306,1372
202004,IN,18173,Warrick County,20200313,22126
202004,IN,18101,Martin County,20200320,5612
202004,IN,18011,Boone County,20200409,21780
202004,IN,18009,Blackford County,20191216,3832
202004,IN,18181,White County,20200210,9513
202004,IN,18115,Ohio County,20200320,3922
202004,IN,18029,Dearborn County,20200327,18444
202004,IN,18097,Marion County,20200402,623558
202004,IN,18079,Jennings County,20191126,8988
202004,IN,18089,Lake County,20200312,348427
202004,IN,18051,Gibson County,20200313,19539
202004,IN,18145,Shelby County,20200324,24610
202004,IN,18177,Wayne County,20200327,20265
202004,IN,18161,Union County,20190423,3007
202004,IN,18137,Ripley County,20191105,7642
202004,IN,18163,Vanderburgh County,20200311,119748
202004,IN,18127,Porter County,20200318,88450
202004,IN,18063,Hendricks County,20200402,76035
202004,IN,18153,Sullivan County,20200408,10531
202004,KS,20145,Pawnee County,20090601,3446
202004,KS,20119,Meade County,20100501,2303
202004,KS,20139,Osage County,20130425,2090
202004,KS,20205,Wilson County,20170605,4553
202004,KS,20067,Grant County,20180607,1030
202004,KS,20087,Jefferson County,20190830,13969
202004,KS,20027,Clay County,20080501,5053
202004,KS,20059,Franklin County,20090601,14197
202004,KS,20147,Phillips County,20100501,2663
202004,KS,20165,Rush County,20101001,2281
202004,KS,20185,Stafford County,20150915,2699
202004,KS,20129,Morton County,20180404,1743
202004,KS,20013,Brown County,20191101,7583
202004,KS,20173,Sedgwick County,20200325,265648
202004,KS,20051,Ellis County,20100401,11515
202004,KS,20031,Coffey County,20100501,4905
202004,KS,20193,Thomas County,20100501,3834
202004,KS,20085,Jackson County,20170224,6233
202004,KS,20113,McPherson County,20190708,14638
202004,KS,20073,Greenwood County,20200214,4097
202004,KS,20155,Reno County,20090601,30596
202004,KS,20151,Pratt County,20140711,4498
202004,KS,20015,Butler County,20200309,38457
202004,KY,21201,Robertson County,20161230,595
202004,KY,21083,Graves County,20180806,23043
202004,KY,21199,Pulaski County,20181223,31189
202004,KY,21197,Powell County,20191121,1418
202004,KY,21125,Laurel County,20200206,33630
202004,KY,21225,Union County,20200313,4355
202004,KY,21141,Logan County,20180810,13675
202004,KY,21219,Todd County,20190802,6488
202004,KY,21143,Lyon County,20200203,2063
202004,KY,21059,Daviess County,20200226,2296
202004,KY,21101,Henderson County,20200310,4741
202004,KY,21213,Simpson County,20200313,8141
202004,KY,21211,Shelby County,20200319,10564
202004,KY,21195,Pike County,20070825,7
202004,KY,21069,Fleming County,20191022,12498
202004,KY,21001,Adair County,20200129,11593
202004,KY,21037,Campbell County,20200218,59176
202004,KY,21025,Breathitt County,20200304,1226
202004,KY,21205,Rowan County,20200312,10529
202004,KY,21111,Jefferson County,20200331,561140
202004,KY,21193,Perry County,20090301,33
202004,KY,21123,Larue County,20140401,6
202004,KY,21009,Barren County,20190614,39916
202004,KY,21011,Bath County,20200122,5768
202004,KY,21089,Greenup County,20200218,7350
202004,KY,21019,Boyd County,20200313,32846
202004,KY,21185,Oldham County,20200323,20473
202004,LA,22123,West Carroll Parish,20161020,624
202004,LA,22115,Vernon Parish,20200316,5602
202004,LA,22073,Ouachita Parish,20200327,30900
202004,LA,22039,Evangeline Parish,20180803,1056
202004,LA,22069,Natchitoches Parish,20191230,11978
202004,LA,22049,Jackson Parish,20200316,3240
202004,LA,22119,Webster Parish,20200325,13157
202004,LA,22013,Bienville Parish,20200331,852
202004,LA,22057,Lafourche Parish,20200317,11440
202004,LA,22005,Ascension Parish,20200326,56070
202004,LA,22051,Jefferson Parish,20200402,278698
202004,LA,22043,Grant Parish,20190211,1626
202004,LA,22087,St. Bernard Parish,20200326,20737
202004,LA,22071,Orleans Parish,20200403,258738
202004,MA,25013,Hampden County,20200326,236193
202004,MA,25021,Norfolk County,20200326,453070
202004,MA,25009,Essex County,20200326,468396
202004,MD,24029,Kent County,20200221,29996
202004,MD,24031,Montgomery County,20200306,778499
202004,MD,24035,Queen Anne's County,20200312,46495
202004,MD,24009,Calvert County,20200304,127396
202004,MD,24021,Frederick County,20200306,192435
202004,MD,24041,Talbot County,20200304,37389
202004,MD,24037,St. Mary's County,20200310,115965
202004,MD,24005,Baltimore County,20200402,584555
202004,ME,23005,Cumberland County,20200327,62337
202004,ME,23003,Aroostook County,20200319,21643
202004,ME,23015,Lincoln County,20200318,6407
202004,MI,26031,Cheboygan County,20200210,19591
202004,MI,26147,St. Clair County,20200313,100669
202004,MI,26075,Jackson County,20200323,56414
202004,MI,26001,Alcona County,20160324,4743
202004,MI,26135,Oscoda County,20190927,7515
202004,MI,26111,Midland County,20200303,40691
202004,MI,26021,Berrien County,20200316,42325
202004,MI,26003,Alger County,20150811,1796
202004,MI,26119,Montmorency County,20190618,10861
202004,MI,26137,Otsego County,20200110,10372
202004,MI,26145,Saginaw County,20200312,98017
202004,MI,26139,Ottawa County,20200324,91437
202004,MI,26041,Delta County,20171010,1590
202004,MI,26039,Crawford County,20191217,3452
202004,MI,26115,Monroe County,20200305,85113
202004,MI,26025,Calhoun County,20200317,55369
202004,MI,26117,Montcalm County,20200324,44370
202004,MN,27029,Clearwater County,20190606,1255
202004,MN,27081,Lincoln County,20190827,1789
202004,MN,27049,Goodhue County,20200228,32273
202004,MN,27043,Faribault County,20200312,9524
202004,MN,27127,Redwood County,20200408,1206
202004,MN,27051,Grant County,20190607,3469
202004,MN,27109,Olmsted County,20200127,106865
202004,MN,27007,Beltrami County,20200317,14487
202004,MN,27123,Ramsey County,20200325,374261
202004,MN,27145,Stearns County,20200407,68286
202004,MN,27011,Big Stone County,20190522,1731
202004,MN,27113,Pennington County,20190829,2900
202004,MN,27173,Yellow Medicine County,20191127,748
202004,MN,27161,Waseca County,20200309,9380
202004,MN,27047,Freeborn County,20200316,17686
202004,MN,27091,Martin County,20200324,15457
202004,MN,27013,Blue Earth County,20200331,39084
202004,MN,27135,Roseau County,20190520,894
202004,MN,27077,Lake of the Woods County,20191018,1158
202004,MN,27169,Winona County,20200311,27963
202004,MN,27075,Lake County,20200318,6756
202004,MN,27093,Meeker County,20200330,8707
202004,MN,27171,Wright County,20200408,101048
202004,MO,29015,Benton County,20180511,9328
202004,MO,29151,Osage County,20190413,26
202004,MO,29085,Hickory County,20190531,9
202004,MO,29115,Linn County,20191101,2834
202004,MO,29101,Johnson County,20191231,33730
202004,MO,29213,Taney County,20200225,57445
202004,MO,29181,Ripley County,20200311,199
202004,MO,29183,St. Charles County,20200323,326203
202004,MO,29071,Franklin County,20200326,82065
202004,MO,29081,Harrison County,20180307,5654
202004,MO,29045,Clark County,20190823,22
202004,MO,29187,St. Francois County,20191111,12712
202004,MO,29059,Dallas County,20191226,11270
202004,MO,29207,Stoddard County,20200131,4824
202004,MO,29077,Greene County,20200310,192285
202004,MO,29127,Marion County,20200316,7792
202004,MO,29017,Bollinger County,20170925,1553
202004,MO,29067,Douglas County,20190906,288
202004,MO,29131,Miller County,20191231,10368
202004,MO,29111,Lewis County,20200213,287
202004,MO,29047,Clay County,20200320,115692
202004,MO,29079,Grundy County,20161006,1731
202004,MO,29167,Polk County,20190930,10165
202004,MO,29025,Caldwell County,20191230,590
202004,MO,29041,Chariton County,20200131,174
202004,MO,29063,DeKalb County,20200317,1770
202004,MO,29027,Callaway County,20200326,12182
202004,MS,28119,Quitman County,20130108,2783
202004,MS,28077,Lawrence County,20161219,821
202004,MS,28045,Hancock County,20180913,24496
202004,MS,28151,Washington County,20190826,4875
202004,MS,28143,Tunica County,20090326,3161
202004,MS,28011,Bolivar County,20180129,2830
202004,MS,28163,Yazoo County,20191112,8908
202004,MS,28105,Oktibbeha County,20200110,5188
202004,MS,28137,Tate County,20200320,14952
202004,MS,28037,Franklin County,20150303,24
202004,MS,28019,Choctaw County,20180608,1587
202004,MS,28117,Prentiss County,20191104,2066
202004,MS,28093,Marshall County,20200304,5271
202004,MS,28053,Humphreys County,20170105,130
202004,MS,28061,Jasper County,20190402,743
202004,MS,28025,Clay County,20191127,550
202004,MS,28081,Lee County,20200302,21323
202004,MS,28035,Forrest County,20200403,10506
202004,MS,28091,Marion County,20200221,59
202004,MS,28139,Tippah County,20200319,8380
202004,MT,30099,Teton County,20170710,1733
202004,MT,30083,Richland County,20180813,2028
202004,MT,30045,Judith Basin County,20200212,970
202004,MT,30003,Big Horn County,20180709,1506
202004,MT,30065,Musselshell County,20180820,2483
202004,MT,30027,Fergus County,20190822,8778
202004,MT,30013,Cascade County,20200311,54826
202004,MT,30079,Prairie County,20180823,458
202004,ME,23023,Sagadahoc County,20200221,13682
202004,ME,23019,Penobscot County,20200327,39547
202004,MI,26133,Osceola County,20160711,1635
202004,MI,26089,Leelanau County,20191004,6959
202004,MI,26029,Charlevoix County,20200306,15979
202004,MI,26159,Van Buren County,20200317,23014
202004,MI,26043,Dickinson County,20151230,388
202004,MI,26085,Lake County,20190819,4464
202004,MI,26163,Wayne County,20200212,1512665
202004,MI,26023,Branch County,20200316,15732
202004,MI,26009,Antrim County,20200325,25227
202004,MI,26101,Manistee County,20180221,10446
202004,MI,26077,Kalamazoo County,20200306,96243
202004,MI,26057,Gratiot County,20200317,6985
202004,MI,26087,Lapeer County,20200326,26897
202004,MI,26141,Presque Isle County,20180810,9262
202004,MI,26017,Bay County,20200131,44443
202004,MI,26081,Kent County,20200312,241758
202004,MI,26065,Ingham County,20200320,144660
202004,MI,26125,Oakland County,20200325,982680
202004,MN,27001,Aitkin County,20190628,7860
202004,MN,27129,Renville County,20200206,4891
202004,MN,27085,McLeod County,20200319,6094
202004,MN,27003,Anoka County,20200326,177982
202004,MN,27035,Crow Wing County,20200408,9894
202004,MN,27089,Marshall County,20190722,1731
202004,MN,27063,Jackson County,20190906,9164
202004,MN,27101,Murray County,20200302,1709
202004,MN,27005,Becker County,20200311,29061
202004,MN,27057,Hubbard County,20200316,11436
202004,MN,27017,Carlton County,20200326,13213
202004,MN,27009,Benton County,20200402,20584
202004,MN,27155,Traverse County,20190614,836
202004,MN,27151,Swift County,20190830,301
202004,MN,27079,Le Sueur County,20200228,21420
202004,MN,27071,Koochiching County,20200319,7033
202004,MN,27119,Polk County,20190702,14898
202004,MN,27111,Otter Tail County,20200116,43538
202004,MN,27137,St. Louis County,20200313,146212
202004,MN,27095,Mille Lacs County,20200324,12253
202004,MN,27153,Todd County,20200330,5912
202004,MO,29061,Daviess County,20180413,2612
202004,MO,29053,Cooper County,20190828,8397
202004,MO,29029,Camden County,20191127,29025
202004,MO,29173,Ralls County,20200117,6700
202004,MO,29069,Dunklin County,20200221,17311
202004,MO,29073,Gasconade County,20200311,6490
202004,MO,29175,Randolph County,20200317,16195
202004,MO,29221,Washington County,20180613,170
202004,MO,29229,Wright County,20190916,35
202004,MO,29163,Pike County,20200115,19328
202004,MO,29039,Cedar County,20200228,4251
202004,MO,29105,Laclede County,20200324,12476
202004,MO,29227,Worth County,19750110,1
202004,MO,29203,Shannon County,20180620,1
202004,MO,29033,Carroll County,20190416,2073
202004,MO,29125,Maries County,20190628,1146
202004,MO,29195,Saline County,20191105,336
202004,MO,29179,Reynolds County,20200207,1574
202004,MO,29165,Platte County,20200306,56828
202004,MO,29031,Cape Girardeau County,20200313,20975
202004,MO,29209,Stone County,20200324,34197
202004,MO,29001,Adair County,20200403,4487
202004,MO,29129,Mercer County,20100330,3
202004,MO,29093,Iron County,20180925,29
202004,MO,29211,Sullivan County,20191016,21
202004,MO,29113,Lincoln County,20191231,7215
202004,MO,29119,McDonald County,20200228,5367
202004,MO,29055,Crawford County,20200319,4984
202004,MS,28125,Sharkey County,20151113,1217
202004,MS,28083,Leflore County,20180921,13872
202004,MS,28161,Yalobusha County,20191125,6212
202004,MS,28149,Warren County,20200113,4681
202004,MS,28017,Chickasaw County,20200324,2623
202004,MS,28021,Claiborne County,20160107,448
202004,MS,28029,Copiah County,20180731,4604
202004,MS,28079,Leake County,20191223,2182
202004,MS,28129,Smith County,20200327,607
202004,MS,28027,Coahoma County,20140127,10218
202004,MS,28031,Covington County,20171005,626
202004,MS,28039,George County,20181024,961
202004,MS,28159,Winston County,20081231,4657
202004,MS,28145,Union County,20181217,4722
202004,MS,28097,Montgomery County,20190624,71
202004,MS,28107,Panola County,20191203,4258
202004,MS,28087,Lowndes County,20200309,15142
202004,MS,28003,Alcorn County,20191101,5162
202004,MS,28049,Hinds County,20200305,126492
202004,MS,28047,Harrison County,20200403,57173
202004,MT,30105,Valley County,20180703,4298
202004,MT,30077,Powell County,20190507,3040
202004,MT,30023,Deer Lodge County,20200302,7679
202004,MT,30091,Sheridan County,20180806,1987
202004,MT,30073,Pondera County,20190731,2926
202004,MT,30061,Mineral County,20190822,4292
202004,MT,30097,Sweet Grass County,20200313,2175
202004,MT,30005,Blaine County,20180717,1451
