COUNTRY,ISO,TOTAL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,SEA/OCEAN,Version
Ukraine,UKR,31203,1,27,675,11601,18893,1,5,2020.09
Kosovo,XKS,78,1,7,38,0,32,0,0,2020.09
Aruba,ABW,65,1,8,55,0,0,0,1,2020.09
Anguilla,AIA,17,1,14,0,0,0,0,2,2020.09
Antigua and Barbuda,ATG,12,1,8,0,0,1,0,2,2020.09
Bonaire Sint Eustasius and Saba,BES,6,1,3,0,0,1,0,1,2020.09
Bahamas,BHS,66,1,19,32,1,0,0,13,2020.09
Saint Barthelemy,BLM,18,1,0,0,0,16,0,1,2020.09
Belize,BLZ,264,1,6,31,225,0,0,1,2020.09
Bermuda,BMU,13,1,11,0,0,0,0,1,2020.09
Barbados,BRB,26,1,11,0,0,13,0,1,2020.09
Canada,CAN,11758,1,13,293,5079,1222,4975,175,2020.09
Clipperton Island,CPT,2,1,0,0,0,0,0,1,2020.09
Costa Rica,CRI,957,1,7,81,466,189,206,7,2020.09
Cuba,CUB,356,1,16,168,170,0,0,1,2020.09
Curaçoa,CUW,3,1,0,0,0,1,0,1,2020.09
Cayman Islands,CYM,9,1,6,0,0,0,0,2,2020.09
Dominica,DMA,14,1,10,0,0,2,0,1,2020.09
Dominican Republic,DOM,413,1,32,155,155,69,0,1,2020.09
Guadeloupe,GLP,236,1,2,32,200,0,0,1,2020.09
Grenada,GRD,21,1,3,7,9,0,0,1,2020.09
Greenland,GRL,13,1,6,0,0,0,0,6,2020.09
Guatemala,GTM,610,1,22,340,245,0,0,2,2020.09
Honduras,HND,571,1,18,298,252,0,0,2,2020.09
Haiti,HTI,235,1,10,42,145,36,0,1,2020.09
Jamaica,JAM,96,1,3,14,63,14,0,1,2020.09
Saint Kitts and Nevis,KNA,24,1,2,14,0,6,0,1,2020.09
Saint Lucia,LCA,15,1,10,0,0,3,0,1,2020.09
Saint Martin,MAF,10,1,0,0,0,8,0,1,2020.09
Mexico,MEX,79355,1,32,2456,1981,71785,3092,8,2020.09
Montserrat,MSR,6,1,3,0,0,1,0,1,2020.09
Martinique,MTQ,240,1,4,34,200,0,0,1,2020.09
Nicaragua,NIC,236,1,17,151,65,0,0,2,2020.09
Panama,PAN,883,1,13,78,593,196,0,2,2020.09
Puerto Rico,PRI,1203,0,1,78,871,253,0,0,2020.09
El Salvador,SLV,322,1,14,262,44,0,0,1,2020.09
Saint Pierre and Miquelon,SPM,2,1,0,0,0,0,0,1,2020.09
Sint Maarten,SXM,2,1,0,0,0,0,0,1,2020.09
Turks and Caicos Islands,TCA,52,1,9,41,0,0,0,1,2020.09
Trinidad and Tobago,TTO,37,1,21,0,0,13,0,2,2020.09
United States of America,USA,107950,1,51,3142,35503,29394,36717,3142,2020.09
Saint Vincent and the Grenadines,VCT,23,1,6,13,2,0,0,1,2020.09
British Virgin Islands,VGB,7,1,5,0,0,0,0,1,2020.09
Virgin Islands,VIR,24,0,1,3,20,0,0,0,2020.09
American Samoa,ASM,104,1,5,16,78,0,0,4,2020.09
Australia,AUS,24605,1,9,544,15830,8180,0,41,2020.09
Cook Islands,COK,25,1,11,0,0,0,0,13,2020.09
Fiji,FJI,391,1,5,15,85,284,0,1,2020.09
Federated States of Micronesia,FSM,29,1,4,0,0,0,0,24,2020.09
Guam,GUM,21,0,1,1,19,0,0,0,2020.09
Kiribati,KIR,48,1,24,0,0,0,0,23,2020.09
Marshall Islands,MHL,49,1,34,0,0,0,0,14,2020.09
Northern Mariana Islands,MNP,18,1,4,0,0,0,0,13,2020.09
New Caledonia,NCL,62,1,3,33,0,0,0,25,2020.09
Norfolk Islands,NFK,2,0,1,0,0,0,0,1,2020.09
Niue,NIU,17,1,14,1,0,0,0,1,2020.09
Nauru,NRU,16,1,14,0,0,0,0,1,2020.09
New Zealand,NZL,3849,1,17,68,2586,1168,1,8,2020.09
Pitcairn Islands,PCN,9,1,4,0,0,0,0,4,2020.09
Palau,PLW,19,1,16,0,0,0,0,2,2020.09
Papua New Guinea,PNG,137,1,4,22,87,8,0,15,2020.09
French Polynesia,PYF,137,1,5,48,0,0,0,83,2020.09
Solomon Islands ,SLB,252,1,10,50,183,0,0,8,2020.09
Tokelau,TKL,7,1,3,0,0,0,0,3,2020.09
Tonga,TON,20,1,5,0,0,0,0,14,2020.09
Tuvalu,TUV,18,1,9,0,0,0,0,8,2020.09
United States Minor Outlying Islands,UMI,18,1,9,0,0,0,0,8,2020.09
Vanuatu,VUT,39,1,6,0,0,0,0,32,2020.09
Wallis and Futuna Islands,WLF,6,1,3,0,0,0,0,2,2020.09
Samoa,WSM,50,1,4,43,1,0,0,1,2020.09
Argentina,ARG,4047,1,24,525,2788,262,443,4,2020.09
Bolivia,BOL,1106,1,9,112,339,627,18,0,2020.09
Brazil,BRA,29283,1,27,5569,6128,15767,1781,10,2020.09
Chile,CHL,1235,1,16,56,345,748,57,12,2020.09
Colombia,COL,7554,1,33,1122,1131,5257,0,10,2020.09
Ecuador,ECU,2096,1,24,1039,0,1031,0,1,2020.09
Falkland Islands,FLK,2,1,0,0,0,0,0,1,2020.09
French Guiana,GUF,80,1,2,22,54,0,0,1,2020.09
Guyana,GUY,85,1,10,0,70,3,0,1,2020.09
Peru,PER,2321,1,25,196,1870,228,0,1,2020.09
Paraguay,PRY,623,1,18,255,0,281,68,0,2020.09
Suriname,SUR,150,1,10,62,76,0,0,1,2020.09
Uruguay,URY,390,1,19,129,0,181,59,1,2020.09
Venezuela,VEN,830,1,25,336,419,0,47,2,2020.09
Outer World  Water,AN_,58,0,0,0,0,0,0,58,2020.09
Outer World  Water,OAT,2,0,0,0,0,0,0,2,2020.09
Outer World  Water,OBE,1,0,0,0,0,0,0,1,2020.09
Outer World  Water,OCA,8,0,0,0,0,0,0,8,2020.09
Outer World  Water,OCP,7,0,0,0,0,0,0,7,2020.09
Outer World  Water,ODE,4,0,0,0,0,0,0,4,2020.09
Outer World  Water,ODK,11,0,0,0,0,0,0,11,2020.09
Outer World  Water,OES,3,0,0,0,0,0,0,3,2020.09
Outer World  Water,OFI,2,0,0,0,0,0,0,2,2020.09
Outer World  Water,OFR,3,0,0,0,0,0,0,3,2020.09
Outer World  Water,OGB,2,0,0,0,0,0,0,2,2020.09
Outer World  Water,OGR,1,0,0,0,0,0,0,1,2020.09
Outer World  Water,OIE,1,0,0,0,0,0,0,1,2020.09
Outer World  Water,OIN,12,0,0,0,0,0,0,12,2020.09
Outer World  Water,OIT,1,0,0,0,0,0,0,1,2020.09
Outer World  Water,OMX,11,0,0,0,0,0,0,11,2020.09
Outer World  Water,ONL,1,0,0,0,0,0,0,1,2020.09
Outer World  Water,ONO,2,0,0,0,0,0,0,2,2020.09
Outer World  Water,OPA,8,0,0,0,0,0,0,8,2020.09
Outer World  Water,OPL,1,0,0,0,0,0,0,1,2020.09
Outer World  Water,OPT,1,0,0,0,0,0,0,1,2020.09
Outer World  Water,ORU,15,0,0,0,0,0,0,15,2020.09
Outer World  Water,OSE,5,0,0,0,0,0,0,5,2020.09
Outer World  Water,OTR,3,0,0,0,0,0,0,3,2020.09
Outer World  Water,OUA,4,0,0,0,0,0,0,4,2020.09
Outer World  Water,OUP,1,0,0,0,0,0,0,1,2020.09
TOTAL,TOTAL,1467434,239,3227,42774,211103,711957,493040,5094,2020.09
Angola,AGO,2338,1,18,164,0,2002,151,2,2020.06
Burundi,BDI,534,1,18,119,0,383,13,0,2020.06
Benin,BEN,749,1,12,77,513,145,0,1,2020.06
Burkina Faso,BFA,1628,1,13,45,351,1165,53,0,2020.06
Botswana,BWA,501,1,9,28,0,357,106,0,2020.06
Central African Republic,CAF,1193,1,17,72,168,935,0,0,2020.06
Cote d’Ivoire,CIV,4291,1,14,31,107,497,3631,10,2020.06
Cameroon,CMR,501,1,10,58,6,425,0,1,2020.06
Democratic Republic of Congo,COD,11973,1,26,50,189,45,11661,1,2020.06
Republic of Congo,COG,214,1,0,12,1,199,0,1,2020.06
Comoros,COM,174,1,3,0,0,169,0,1,2020.06
Cape Verde,CPV,256,1,9,22,32,191,0,1,2020.06
Djibouti,DJI,30,1,6,0,0,22,0,1,2020.06
Algeria,DZA,3718,1,48,548,1541,53,1526,1,2020.06
Egypt,EGY,18994,1,27,363,52,5641,12898,12,2020.06
Eritrea,ERI,408,1,6,54,0,346,0,1,2020.06
Ethiopia,ETH,1465,1,11,84,0,1369,0,0,2020.06
Gabon,GAB,432,1,9,48,16,357,0,1,2020.06
Ghana,GHA,2137,1,16,216,1605,298,0,1,2020.06
Guinea,GIN,2507,1,8,34,340,24,2099,1,2020.06
Gambia,GMB,141,1,8,43,0,88,0,1,2020.06
Guinea Bissau,GNB,142,1,9,39,92,0,0,1,2020.06
Equatorial Guinea,GNQ,141,1,2,7,32,98,0,1,2020.06
Kenya,KEN,1340,1,47,290,688,150,163,1,2020.06
Liberia,LBR,385,1,15,135,135,98,0,1,2020.06
Libya,LBY,452,1,22,0,5,423,0,1,2020.06
Lesotho,LSO,2834,1,10,78,5,2740,0,0,2020.06
Morocco,MAR,3172,1,12,76,1528,1551,0,4,2020.06
Madagascar,MDG,2359,1,22,113,1530,692,0,1,2020.06
Mali,MLI,1139,1,11,54,1,1072,0,0,2020.06
Mozambique,MOZ,1045,1,11,161,806,65,0,1,2020.06
Mauritania,MRT,243,1,15,53,0,163,10,1,2020.06
Mauritius,MUS,523,1,5,10,158,347,0,2,2020.06
Malawi,MWI,1881,1,3,28,1737,112,0,0,2020.06
Mayotte,MYT,89,1,17,0,0,70,0,1,2020.06
Namibia,NAM,784,1,14,121,103,544,0,1,2020.06
Niger,NER,2299,1,8,0,27,2263,0,0,2020.06
Nigeria,NGA,5775,1,37,774,304,4658,0,1,2020.06
La Reunion,REU,424,1,4,24,0,394,0,1,2020.06
Rwanda,RWA,1289,1,5,30,416,676,161,0,2020.06
Sudan,SDN,1536,1,18,0,0,1516,0,1,2020.06
Senegal,SEN,3844,1,14,45,96,3642,45,1,2020.06
Saint Helena,SHN,13,1,3,8,0,0,0,1,2020.06
Sierra Leone,SLE,720,1,5,16,166,531,0,1,2020.06
Somalia,SOM,654,1,18,0,0,634,0,1,2020.06
South Sudan,SSD,460,1,10,78,0,371,0,0,2020.06
São Tomé and Príncipe,STP,35,1,2,7,0,24,0,1,2020.06
Swaziland,SWZ,454,1,4,59,22,368,0,0,2020.06
Seychelles,SYC,81,1,26,0,0,53,0,1,2020.06
Chad,TCD,1790,1,23,63,348,1355,0,0,2020.06
Togo,TGO,123,1,5,39,1,76,0,1,2020.06
Tunisia,TUN,1091,1,24,264,62,738,0,2,2020.06
Tanzania,TZA,1859,1,31,195,14,1500,114,4,2020.06
Uganda,UGA,1215,1,4,127,197,750,136,0,2020.06
South Africa,ZAF,25980,1,9,52,234,2046,23636,2,2020.06
Zambia,ZMB,978,1,10,105,12,850,0,0,2020.06
Zimbabwe,ZWE,1644,1,10,59,1235,339,0,0,2020.06
Antarctica,ATA,1,1,0,0,0,0,0,0,2020.06
French Southern Territories,ATF,1,1,0,0,0,0,0,0,2020.06
Bouvet Island,BVT,1,1,0,0,0,0,0,0,2020.06
Heard and McDonald Islands,HMD,1,1,0,0,0,0,0,0,2020.06
South Georgia and the South Sandwich Islands,SGS,1,1,0,0,0,0,0,0,2020.06
Afghanistan,AFG,597,1,34,397,0,165,0,0,2020.06
United Arab Emirates,ARE,895,1,7,0,26,857,0,4,2020.06
Armenia,ARM,131,1,11,0,119,0,0,0,2020.06
Azerbaijan,AZE,369,1,11,74,282,0,0,1,2020.06
Bangladesh,BGD,684,1,8,64,553,57,0,1,2020.06
Bahrain,BHR,170,1,4,164,0,0,0,1,2020.06
Brunei,BRN,507,1,4,39,427,35,0,1,2020.06
Bhutan,BTN,22,1,20,0,1,0,0,0,2020.06
People’s Republic of China,CHN,3535,1,31,342,2857,0,275,29,2020.06
Hong Kong,HKG,571,1,18,388,0,106,0,58,2020.06
Indonesia,IDN,50742,1,34,514,5190,304,44696,3,2020.06
India,IND,29875,1,37,685,6235,430,22466,21,2020.06
British Indian Ocean Territory,IOT,8,1,0,0,0,0,0,7,2020.06
Iran,IRN,893,1,31,429,4,418,0,10,2020.06
Iraq,IRQ,250,1,19,120,25,84,0,1,2020.06
Israel,ISR,2147,1,6,0,1155,0,983,2,2020.06
Jordan,JOR,485,1,12,82,13,335,41,1,2020.06
Japan,JPN,119348,1,47,21,1896,117360,0,23,2020.06
Kazakhstan,KAZ,3404,1,17,215,2447,723,0,1,2020.06
Kyrgyzstan,KGZ,194,1,9,54,0,130,0,0,2020.06
Cambodia,KHM,1871,1,25,194,1620,30,0,1,2020.06
Korea (South),KOR,1241,1,17,230,0,2,990,1,2020.06
Kuwait,KWT,822,1,6,1,155,658,0,1,2020.06
Laos,LAO,188,1,18,148,21,0,0,0,2020.06
Lebanon,LBN,2847,1,8,26,1566,1244,0,2,2020.06
Sri Lanka,LKA,460,1,9,25,331,44,49,1,2020.06
Macao,MAC,18,1,8,0,0,3,0,6,2020.06
Maldives,MDV,416,1,21,393,0,0,0,1,2020.06
Myanmar,MMR,630,1,15,67,330,216,0,1,2020.06
Mongolia,MNG,388,1,22,336,29,0,0,0,2020.06
Malaysia,MYS,1777,1,16,159,891,577,125,8,2020.06
Nepal,NPL,97,1,7,77,12,0,0,0,2020.06
Oman,OMN,204,1,11,61,2,127,0,2,2020.06
Pakistan,PAK,405,1,6,131,4,261,0,2,2020.06
Philippines,PHL,43592,1,17,82,1632,41822,36,2,2020.06
Korea (North),PRK,87,1,11,0,0,73,0,2,2020.06
Palestine,PSE,30,1,2,16,11,0,0,0,2020.06
Qatar,QAT,119,1,8,82,27,0,0,1,2020.06
Russia,RUS,149337,1,8,83,2355,20167,126686,37,2020.06
Saudi Arabia,SAU,2504,1,13,147,176,2163,0,4,2020.06
Singapore,SGP,62,1,5,55,0,0,0,1,2020.06
Syria,SYR,116,1,15,62,2,35,0,1,2020.06
Thailand,THA,15705,1,77,928,7414,7283,0,2,2020.06
Tajikistan,TJK,214,1,5,75,0,133,0,0,2020.06
Turkmenistan,TKM,268,1,6,65,0,195,0,1,2020.06
East Timor (Timor Leste),TLS,81,1,13,65,0,1,0,1,2020.06
Taiwan,TWN,416,1,7,0,22,368,0,18,2020.06
Uzbekistan,UZB,604,1,14,193,3,393,0,0,2020.06
Vietnam,VNM,15474,1,63,694,11108,3600,0,8,2020.06
Yemen,YEM,593,1,22,333,0,226,0,11,2020.06
Andorra,AND,46,1,7,38,0,0,0,0,2020.06
Austria,AUT,16004,1,9,92,2118,13562,222,0,2020.06
Belgium,BEL,3343,1,3,11,43,581,2703,1,2020.06
Switzerland,CHE,9979,1,26,143,2225,7584,0,0,2020.06
Cyprus,CYP,1352,1,6,615,602,127,0,1,2020.06
Germany,DEU,90099,1,16,38,401,11113,78473,57,2020.06
Denmark,DNK,6760,1,5,99,0,6473,50,132,2020.06
Spain,ESP,44169,1,19,52,8123,34249,1696,29,2020.06
Finland,FIN,6571,1,19,70,311,5969,200,1,2020.06
France,FRA,37709,1,13,96,320,2009,35262,8,2020.06
Faroe Islands,FRO,117,1,6,29,80,0,0,1,2020.06
United Kingdom,GBR,19361,1,7,187,413,431,18099,223,2020.06
Gibraltar,GIB,3,1,0,0,1,1,0,0,2020.06
Greece,GRC,13062,1,14,75,326,12270,217,159,2020.06
Ireland,IRL,49282,1,31,0,3432,45720,97,1,2020.06
Iceland,ISL,201,1,8,74,117,0,0,1,2020.06
Italy,ITA,44618,1,20,107,7954,36001,498,37,2020.06
Liechtenstein,LIE,38,1,2,11,24,0,0,0,2020.06
Luxembourg,LUX,1309,1,12,102,522,648,24,0,2020.06
Monaco,MCO,12,1,1,9,0,0,0,1,2020.06
Malta,MLT,163,1,6,68,87,0,0,1,2020.06
Netherlands,NLD,7471,1,12,355,2466,2806,1803,28,2020.06
Norway,NOR,3578,1,12,90,422,3014,24,15,2020.06
Portugal,PRT,17504,1,29,308,3091,14013,49,13,2020.06
San Marino,SMR,21,1,9,11,0,0,0,0,2020.06
Sweden,SWE,6192,1,21,290,0,5653,176,51,2020.06
Turkey,TUR,47841,1,81,970,1,36321,10457,10,2020.06
Vatican City,VAT,2,1,0,0,0,1,0,0,2020.06
Albania,ALB,2043,1,12,61,372,1596,0,1,2020.06
Bulgaria,BGR,5266,1,28,264,109,4863,0,1,2020.06
Bosnia and Herzegovina,BIH,751,1,3,18,135,585,8,1,2020.06
Belarus,BLR,3208,1,7,131,1549,1520,0,0,2020.06
Czech Republic,CZE,21835,1,14,206,6258,15356,0,0,2020.06
Estonia,EST,8274,1,15,79,4696,3482,0,1,2020.06
Georgia,GEO,240,1,12,74,152,0,0,1,2020.06
Croatia,HRV,8309,1,21,556,0,7631,99,1,2020.06
Hungary,HUN,8010,1,20,197,3177,4615,0,0,2020.06
Lithuania,LTU,1397,1,10,60,0,1324,0,2,2020.06
Latvia,LVA,1932,1,6,119,588,1217,0,1,2020.06
Moldova,MDA,2603,1,37,980,0,1585,0,0,2020.06
Macedonia,MKD,1546,1,8,80,0,1457,0,0,2020.06
Montenegro,MNE,225,1,23,2,0,198,0,1,2020.06
Poland,POL,44103,1,16,379,2478,40596,629,4,2020.06
Romania,ROU,16919,1,42,3181,40,13654,0,1,2020.06
Serbia,SRB,2156,1,2,25,152,1976,0,0,2020.06
Slovakia,SVK,7872,1,8,79,2927,4857,0,0,2020.06
Slovenia,SVN,6205,1,12,58,212,5921,0,1,2020.06
Ukraine,UKR,31203,1,27,675,11601,18893,1,5,2020.06
Kosovo,XKS,71,1,0,0,38,32,0,0,2020.06
Aruba,ABW,65,1,8,55,0,0,0,1,2020.06
Anguilla,AIA,17,1,14,0,0,0,0,2,2020.06
Antigua and Barbuda,ATG,12,1,8,0,0,1,0,2,2020.06
Bonaire Sint Eustasius and Saba,BES,6,1,3,0,0,1,0,1,2020.06
Bahamas,BHS,66,1,19,32,1,0,0,13,2020.06
Saint Barthelemy,BLM,18,1,0,0,0,16,0,1,2020.06
Belize,BLZ,264,1,6,31,225,0,0,1,2020.06
Bermuda,BMU,13,1,11,0,0,0,0,1,2020.06
Barbados,BRB,26,1,11,0,0,13,0,1,2020.06
Canada,CAN,11758,1,13,293,5079,1222,4975,175,2020.06
Clipperton Island,CPT,2,1,0,0,0,0,0,1,2020.06
Costa Rica,CRI,957,1,7,81,466,189,206,7,2020.06
Cuba,CUB,356,1,16,168,170,0,0,1,2020.06
Curaçoa,CUW,3,1,0,0,0,1,0,1,2020.06
Cayman Islands,CYM,9,1,6,0,0,0,0,2,2020.06
Dominica,DMA,14,1,10,0,0,2,0,1,2020.06
Dominican Republic,DOM,413,1,32,155,155,69,0,1,2020.06
Guadeloupe,GLP,236,1,2,32,200,0,0,1,2020.06
Grenada,GRD,21,1,3,7,9,0,0,1,2020.06
Greenland,GRL,13,1,6,0,0,0,0,6,2020.06
Guatemala,GTM,610,1,22,340,245,0,0,2,2020.06
Honduras,HND,571,1,18,298,252,0,0,2,2020.06
Haiti,HTI,235,1,10,42,145,36,0,1,2020.06
Jamaica,JAM,96,1,3,14,63,14,0,1,2020.06
Saint Kitts and Nevis,KNA,24,1,2,14,0,6,0,1,2020.06
Saint Lucia,LCA,15,1,10,0,0,3,0,1,2020.06
Saint Martin,MAF,10,1,0,0,0,8,0,1,2020.06
Mexico,MEX,79355,1,32,2456,1981,71785,3092,8,2020.06
Montserrat,MSR,6,1,3,0,0,1,0,1,2020.06
Martinique,MTQ,240,1,4,34,200,0,0,1,2020.06
Nicaragua,NIC,237,1,17,152,65,0,0,2,2020.06
Panama,PAN,883,1,13,78,593,196,0,2,2020.06
Puerto Rico,PRI,1203,0,1,78,871,253,0,0,2020.06
El Salvador,SLV,322,1,14,262,44,0,0,1,2020.06
Saint Pierre and Miquelon,SPM,2,1,0,0,0,0,0,1,2020.06
Sint Maarten,SXM,2,1,0,0,0,0,0,1,2020.06
Turks and Caicos Islands,TCA,52,1,9,0,0,41,0,1,2020.06
Trinidad and Tobago,TTO,37,1,21,0,0,13,0,2,2020.06
United States of America,USA,107911,1,51,3142,35502,29359,36714,3142,2020.06
Saint Vincent and the Grenadines,VCT,23,1,6,13,2,0,0,1,2020.06
British Virgin Islands,VGB,7,1,5,0,0,0,0,1,2020.06
Virgin Islands,VIR,24,0,1,3,20,0,0,0,2020.06
American Samoa,ASM,101,1,5,14,77,0,0,4,2020.06
Australia,AUS,20987,1,9,544,15843,4549,0,41,2020.06
Cook Islands,COK,25,1,11,0,0,0,0,13,2020.06
Fiji,FJI,466,1,5,15,85,284,0,76,2020.06
Federated States of Micronesia,FSM,30,1,4,0,0,0,0,25,2020.06
Guam,GUM,21,0,1,1,19,0,0,0,2020.06
Kiribati,KIR,48,1,24,0,0,0,0,23,2020.06
Marshall Islands,MHL,49,1,34,0,0,0,0,14,2020.06
Northern Mariana Islands,MNP,18,1,4,0,0,0,0,13,2020.06
New Caledonia,NCL,62,1,3,33,0,0,0,25,2020.06
Norfolk Islands,NFK,2,0,1,0,0,0,0,1,2020.06
Niue,NIU,17,1,14,1,0,0,0,1,2020.06
Nauru,NRU,16,1,14,0,0,0,0,1,2020.06
New Zealand,NZL,3849,1,17,68,2586,1168,1,8,2020.06
Pitcairn Islands,PCN,9,1,4,0,0,0,0,4,2020.06
Palau,PLW,19,1,16,0,0,0,0,2,2020.06
Papua New Guinea,PNG,137,1,4,22,87,8,0,15,2020.06
French Polynesia,PYF,137,1,5,48,0,0,0,83,2020.06
Solomon Islands ,SLB,253,1,10,50,183,0,0,9,2020.06
Tokelau,TKL,7,1,3,0,0,0,0,3,2020.06
Tonga,TON,20,1,5,0,0,0,0,14,2020.06
Tuvalu,TUV,18,1,9,0,0,0,0,8,2020.06
United States Minor Outlying Islands,UMI,18,1,9,0,0,0,0,8,2020.06
Vanuatu,VUT,39,1,6,0,0,0,0,32,2020.06
Wallis and Futuna Islands,WLF,6,1,3,0,0,0,0,2,2020.06
Samoa,WSM,14,1,11,1,0,0,0,1,2020.06
Argentina,ARG,4047,1,24,525,2788,262,443,4,2020.06
Bolivia,BOL,1106,1,9,112,339,627,18,0,2020.06
Brazil,BRA,29283,1,27,5569,6128,15767,1781,10,2020.06
Chile,CHL,1235,1,16,56,345,748,57,12,2020.06
Colombia,COL,7554,1,33,1122,1131,5257,0,10,2020.06
Ecuador,ECU,2096,1,24,1039,0,1031,0,1,2020.06
Falkland Islands,FLK,2,1,0,0,0,0,0,1,2020.06
French Guiana,GUF,80,1,2,22,54,0,0,1,2020.06
Guyana,GUY,85,1,10,0,70,3,0,1,2020.06
Peru,PER,2321,1,25,196,1870,228,0,1,2020.06
Paraguay,PRY,623,1,18,255,0,281,68,0,2020.06
Suriname,SUR,150,1,10,62,76,0,0,1,2020.06
Uruguay,URY,390,1,19,129,0,181,59,1,2020.06
Venezuela,VEN,830,1,25,336,419,0,47,2,2020.06
Outer World Water,AN_,58,0,0,0,0,0,0,58,2020.06
Outer World Water,OAT,2,0,0,0,0,0,0,2,2020.06
Outer World Water,OBE,1,0,0,0,0,0,0,1,2020.06
Outer World Water,OCA,8,0,0,0,0,0,0,8,2020.06
Outer World Water,OCP,7,0,0,0,0,0,0,7,2020.06
Outer World Water,ODE,4,0,0,0,0,0,0,4,2020.06
Outer World Water,ODK,11,0,0,0,0,0,0,11,2020.06
Outer World Water,OES,3,0,0,0,0,0,0,3,2020.06
Outer World Water,OFI,2,0,0,0,0,0,0,2,2020.06
Outer World Water,OFR,3,0,0,0,0,0,0,3,2020.06
Outer World Water,OGB,2,0,0,0,0,0,0,2,2020.06
Outer World Water,OGR,1,0,0,0,0,0,0,1,2020.06
Outer World Water,OIE,1,0,0,0,0,0,0,1,2020.06
Outer World Water,OIN,12,0,0,0,0,0,0,12,2020.06
Outer World Water,OIT,1,0,0,0,0,0,0,1,2020.06
Outer World Water,OMX,11,0,0,0,0,0,0,11,2020.06
Outer World Water,ONL,1,0,0,0,0,0,0,1,2020.06
Outer World Water,ONO,2,0,0,0,0,0,0,2,2020.06
Outer World Water,OPA,8,0,0,0,0,0,0,8,2020.06
Outer World Water,OPL,1,0,0,0,0,0,0,1,2020.06
Outer World Water,OPT,1,0,0,0,0,0,0,1,2020.06
Outer World Water,ORU,15,0,0,0,0,0,0,15,2020.06
Outer World Water,OSE,5,0,0,0,0,0,0,5,2020.06
Outer World Water,OTR,3,0,0,0,0,0,0,3,2020.06
Outer World Water,OUA,4,0,0,0,0,0,0,4,2020.06
Outer World Water,OUP,1,0,0,0,0,0,0,1,2020.06
TOTAL,TOTAL,1461822,239,3215,42658,209767,749772,450998,5173,2020.06
Angola,AGO,2217,1,18,158,14,2024,0,2,2020.03
Burundi,BDI,534,1,18,119,0,383,13,0,2020.03
Benin,BEN,749,1,12,77,513,145,0,1,2020.03
Burkina Faso,BFA,356,1,0,45,1,309,0,0,2020.03
Botswana,BWA,618,1,9,26,52,530,0,0,2020.03
Central African Republic,CAF,966,1,0,17,0,948,0,0,2020.03
Cote d’Ivoire,CIV,4291,1,14,31,107,497,3631,10,2020.03
Cameroon,CMR,501,1,10,58,6,425,0,1,2020.03
Democratic Republic of Congo,COD,11973,1,26,50,189,45,11661,1,2020.03
Republic of Congo,COG,214,1,0,12,1,199,0,1,2020.03
Comoros,COM,174,1,3,0,0,169,0,1,2020.03
Cape Verde,CPV,213,1,0,10,0,201,0,1,2020.03
Djibouti,DJI,30,1,6,0,0,22,0,1,2020.03
Algeria,DZA,3718,1,48,548,1541,53,1526,1,2020.03
Egypt,EGY,19070,1,27,437,52,5643,12898,12,2020.03
Eritrea,ERI,355,1,0,6,0,347,0,1,2020.03
Ethiopia,ETH,1140,1,0,11,2,1126,0,0,2020.03
Gabon,GAB,432,1,9,48,16,357,0,1,2020.03
Ghana,GHA,2137,1,16,216,1605,298,0,1,2020.03
Guinea,GIN,2054,1,0,8,2,2042,0,1,2020.03
Gambia,GMB,141,1,8,43,0,88,0,1,2020.03
Guinea Bissau,GNB,142,1,9,39,92,0,0,1,2020.03
Equatorial Guinea,GNQ,141,1,2,7,32,98,0,1,2020.03
Kenya,KEN,1340,1,47,290,688,150,163,1,2020.03
Liberia,LBR,385,1,15,135,135,98,0,1,2020.03
Libya,LBY,448,1,22,0,4,420,0,1,2020.03
Lesotho,LSO,2672,1,0,10,19,2642,0,0,2020.03
Morocco,MAR,3173,1,12,76,1528,1551,0,5,2020.03
Madagascar,MDG,2359,1,22,113,1530,692,0,1,2020.03
Mali,MLI,1139,1,11,54,1,1072,0,0,2020.03
Mozambique,MOZ,1045,1,11,161,806,65,0,1,2020.03
Mauritania,MRT,172,1,0,13,1,156,0,1,2020.03
Mauritius,MUS,523,1,5,10,158,347,0,2,2020.03
Malawi,MWI,1881,1,3,28,1737,112,0,0,2020.03
Mayotte,MYT,89,1,17,0,0,70,0,1,2020.03
Namibia,NAM,784,1,14,121,103,544,0,1,2020.03
Niger,NER,2299,1,8,0,27,2263,0,0,2020.03
Nigeria,NGA,5775,1,37,774,304,4658,0,1,2020.03
La Reunion,REU,290,1,4,0,24,260,0,1,2020.03
Rwanda,RWA,1289,1,5,30,416,676,161,0,2020.03
Sudan,SDN,1536,1,18,0,0,1516,0,1,2020.03
Senegal,SEN,3844,1,14,45,96,3642,45,1,2020.03
Saint Helena,SHN,13,1,3,8,0,0,0,1,2020.03
Sierra Leone,SLE,720,1,5,16,166,531,0,1,2020.03
Somalia,SOM,654,1,0,18,0,634,0,1,2020.03
South Sudan,SSD,383,1,0,10,0,372,0,0,2020.03
São Tomé and Príncipe,STP,32,1,0,2,0,28,0,1,2020.03
Swaziland,SWZ,454,1,4,59,22,368,0,0,2020.03
Seychelles,SYC,81,1,26,0,0,53,0,1,2020.03
Chad,TCD,1790,1,23,63,348,1355,0,0,2020.03
