COUNTRY,ISO,TOTAL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,SEA/OCEAN,Version
Togo,TGO,124,1,5,39,1,77,0,1,2020.03
Tunisia,TUN,1330,1,24,264,159,880,0,2,2020.03
Tanzania,TZA,1987,1,31,195,20,1566,170,4,2020.03
Uganda,UGA,1246,1,4,127,200,766,148,0,2020.03
South Africa,ZAF,30152,1,9,52,234,3802,26050,4,2020.03
Zambia,ZMB,994,1,10,105,17,861,0,0,2020.03
Zimbabwe,ZWE,1702,1,10,59,1235,397,0,0,2020.03
Antarctica,ATA,1,1,0,0,0,0,0,0,2020.03
French Southern Territories,ATF,1,1,0,0,0,0,0,0,2020.03
Bouvet Island,BVT,1,1,0,0,0,0,0,0,2020.03
Heard and McDonald Islands,HMD,1,1,0,0,0,0,0,0,2020.03
South Georgia and the South Sandwich Islands,SGS,12,1,0,0,0,0,0,11,2020.03
Afghanistan,AFG,609,1,34,398,0,176,0,0,2020.03
United Arab Emirates,ARE,895,1,7,0,26,857,0,4,2020.03
Armenia,ARM,131,1,11,0,119,0,0,0,2020.03
Azerbaijan,AZE,369,1,11,74,282,0,0,1,2020.03
Bangladesh,BGD,778,1,8,64,555,149,0,1,2020.03
Bahrain,BHR,170,1,4,164,0,0,0,1,2020.03
Brunei,BRN,691,1,4,39,427,219,0,1,2020.03
Bhutan,BTN,22,1,20,0,1,0,0,0,2020.03
People’s Republic of China,CHN,3535,1,31,342,2857,0,275,29,2020.03
Hong Kong,HKG,984,1,18,392,0,515,0,58,2020.03
Indonesia,IDN,54466,3,34,514,5195,919,47798,3,2020.03
India,IND,30170,1,37,685,6262,694,22467,24,2020.03
British Indian Ocean Territory,IOT,8,1,0,0,0,0,0,7,2020.03
Iran,IRN,908,1,31,429,4,433,0,10,2020.03
Iraq,IRQ,263,1,19,120,33,89,0,1,2020.03
Israel,ISR,2147,1,6,0,1155,0,983,2,2020.03
Jordan,JOR,756,1,12,82,13,335,312,1,2020.03
Japan,JPN,119708,51,49,21,1905,117659,0,23,2020.03
Kazakhstan,KAZ,3634,1,17,215,2472,928,0,1,2020.03
Kyrgyzstan,KGZ,210,1,9,54,0,146,0,0,2020.03
Cambodia,KHM,2016,1,25,194,1622,173,0,1,2020.03
Korea (South),KOR,1244,1,17,230,0,2,993,1,2020.03
Kuwait,KWT,824,1,6,1,155,660,0,1,2020.03
Laos,LAO,193,1,18,148,26,0,0,0,2020.03
Lebanon,LBN,2849,1,8,26,1566,1246,0,2,2020.03
Sri Lanka,LKA,505,1,9,25,331,89,49,1,2020.03
Macao,MAC,22,1,8,0,0,7,0,6,2020.03
Maldives,MDV,416,1,21,393,0,0,0,1,2020.03
Myanmar,MMR,683,1,15,67,330,269,0,1,2020.03
Mongolia,MNG,393,1,22,339,31,0,0,0,2020.03
Malaysia,MYS,1825,1,16,159,923,593,125,8,2020.03
Nepal,NPL,97,1,7,77,12,0,0,0,2020.03
Oman,OMN,207,1,11,61,4,128,0,2,2020.03
Pakistan,PAK,417,1,6,131,4,273,0,2,2020.03
Philippines,PHL,45399,2,17,82,1632,42384,1280,2,2020.03
Korea (North),PRK,87,1,11,0,0,73,0,2,2020.03
Palestine,PSE,33,1,2,16,14,0,0,0,2020.03
Qatar,QAT,138,1,8,92,36,0,0,1,2020.03
Russia,RUS,149645,1,8,83,2356,20181,126979,37,2020.03
Saudi Arabia,SAU,3142,1,13,147,277,2700,0,4,2020.03
Singapore,SGP,62,1,5,55,0,0,0,1,2020.03
Syria,SYR,122,1,15,62,7,36,0,1,2020.03
Thailand,THA,15901,1,77,928,7425,7468,0,2,2020.03
Tajikistan,TJK,233,1,5,75,0,152,0,0,2020.03
Turkmenistan,TKM,272,1,6,65,0,199,0,1,2020.03
East Timor (Timor Leste),TLS,84,1,13,65,0,4,0,1,2020.03
Taiwan,TWN,419,1,7,0,22,371,0,18,2020.03
Uzbekistan,UZB,688,1,14,193,13,467,0,0,2020.03
Vietnam,VNM,15939,1,66,701,11144,4019,0,8,2020.03
Yemen,YEM,672,1,22,333,0,305,0,11,2020.03
Andorra,AND,47,1,7,39,0,0,0,0,2020.03
Austria,AUT,16115,1,9,94,2096,13693,222,0,2020.03
Belgium,BEL,3344,1,3,11,43,581,2704,1,2020.03
Switzerland,CHE,10312,1,26,148,2301,7830,6,0,2020.03
Cyprus,CYP,1391,1,6,615,602,166,0,1,2020.03
Germany,DEU,89905,1,16,401,10928,78500,0,59,2020.03
Denmark,DNK,6804,1,5,99,0,6492,75,132,2020.03
Spain,ESP,44960,1,19,52,8124,35036,1696,32,2020.03
Finland,FIN,6680,1,19,70,307,5986,296,1,2020.03
France,FRA,38207,1,13,95,321,2431,35332,14,2020.03
Faroe Islands,FRO,117,1,6,29,80,0,0,1,2020.03
United Kingdom,GBR,19859,2,9,196,440,431,18547,234,2020.03
Gibraltar,GIB,3,1,0,0,1,1,0,0,2020.03
Greece,GRC,2319,1,13,75,326,1741,0,163,2020.03
Ireland,IRL,89036,3,31,0,3441,85461,97,3,2020.03
Iceland,ISL,203,1,8,74,119,0,0,1,2020.03
Italy,ITA,44716,1,20,107,7958,36082,501,47,2020.03
Liechtenstein,LIE,38,1,2,11,24,0,0,0,2020.03
Luxembourg,LUX,1386,1,12,102,522,725,24,0,2020.03
Monaco,MCO,12,1,1,9,0,0,0,1,2020.03
Malta,MLT,163,1,6,68,87,0,0,1,2020.03
Netherlands,NLD,7510,1,12,355,2498,2807,1804,33,2020.03
Norway,NOR,3635,51,51,91,422,2911,78,31,2020.03
Portugal,PRT,19596,1,29,308,3092,16103,49,14,2020.03
San Marino,SMR,23,1,9,13,0,0,0,0,2020.03
Sweden,SWE,6204,1,21,290,0,5664,176,52,2020.03
Turkey,TUR,64599,1,81,970,655,30648,32230,14,2020.03
Vatican City,VAT,2,1,0,0,0,1,0,0,2020.03
Albania,ALB,2050,1,12,61,373,1602,0,1,2020.03
Bulgaria,BGR,5436,1,28,264,109,5033,0,1,2020.03
Bosnia and Herzegovina,BIH,752,1,3,18,135,586,8,1,2020.03
Belarus,BLR,3209,1,7,131,1550,1520,0,0,2020.03
Czech Republic,CZE,21855,1,14,206,6258,15376,0,0,2020.03
Estonia,EST,8291,1,15,79,4706,3489,0,1,2020.03
Georgia,GEO,240,1,12,74,152,0,0,1,2020.03
Croatia,HRV,8230,1,21,556,0,7651,0,1,2020.03
Hungary,HUN,8040,1,20,197,3177,4645,0,0,2020.03
Lithuania,LTU,1397,1,10,60,0,1324,0,2,2020.03
Latvia,LVA,1932,1,6,119,588,1217,0,1,2020.03
Moldova,MDA,2685,1,0,37,982,1665,0,0,2020.03
Macedonia,MKD,1558,1,8,80,0,1469,0,0,2020.03
Montenegro,MNE,225,1,23,2,0,198,0,1,2020.03
Poland,POL,43489,1,16,380,2478,40610,0,4,2020.03
Romania,ROU,18206,1,42,3181,73,14907,0,2,2020.03
Serbia,SRB,2171,1,2,25,152,1991,0,0,2020.03
Slovakia,SVK,7911,1,8,79,2927,4896,0,0,2020.03
Slovenia,SVN,6206,1,12,58,212,5922,0,1,2020.03
Ukraine,UKR,31296,1,27,675,11631,18955,0,7,2020.03
Kosovo,XKS,77,1,0,0,38,38,0,0,2020.03
Aruba,ABW,65,1,8,55,0,0,0,1,2020.03
Anguilla,AIA,17,1,14,0,0,0,0,2,2020.03
Antigua and Barbuda,ATG,12,1,8,0,0,1,0,2,2020.03
Bonaire Sint Eustasius and Saba,BES,6,1,3,0,0,1,0,1,2020.03
Bahamas,BHS,66,1,19,32,1,0,0,13,2020.03
Saint Barthelemy,BLM,18,1,0,0,0,16,0,1,2020.03
Belize,BLZ,302,1,6,31,263,0,0,1,2020.03
Bermuda,BMU,13,1,11,0,0,0,0,1,2020.03
Barbados,BRB,27,1,11,0,0,14,0,1,2020.03
Canada,CAN,12152,2,13,293,5161,1508,4993,182,2020.03
Clipperton Island,CPT,2,1,0,0,0,0,0,1,2020.03
Costa Rica,CRI,965,1,7,81,466,197,206,7,2020.03
Cuba,CUB,387,1,16,168,201,0,0,1,2020.03
Curaçoa,CUW,3,1,0,0,0,1,0,1,2020.03
Cayman Islands,CYM,9,1,6,0,0,0,0,2,2020.03
Dominica,DMA,14,1,10,0,0,2,0,1,2020.03
Dominican Republic,DOM,416,1,32,155,158,69,0,1,2020.03
Guadeloupe,GLP,238,1,2,32,202,0,0,1,2020.03
Grenada,GRD,21,1,3,7,9,0,0,1,2020.03
Greenland,GRL,14,2,6,0,0,0,0,6,2020.03
Guatemala,GTM,615,1,22,340,250,0,0,2,2020.03
Honduras,HND,587,1,18,298,268,0,0,2,2020.03
Haiti,HTI,235,1,10,42,145,36,0,1,2020.03
Jamaica,JAM,128,1,3,14,63,46,0,1,2020.03
Saint Kitts and Nevis,KNA,26,1,2,14,0,8,0,1,2020.03
Saint Lucia,LCA,15,1,10,0,0,3,0,1,2020.03
Saint Martin,MAF,10,1,0,0,0,8,0,1,2020.03
Mexico,MEX,81236,1,32,2456,2001,73637,3093,16,2020.03
Montserrat,MSR,6,1,3,0,0,1,0,1,2020.03
Martinique,MTQ,266,1,4,34,226,0,0,1,2020.03
Nicaragua,NIC,238,1,17,152,66,0,0,2,2020.03
Panama,PAN,915,1,13,78,594,227,0,2,2020.03
Puerto Rico,PRI,1568,0,1,78,902,587,0,0,2020.03
El Salvador,SLV,321,1,14,262,44,0,0,1,2020.03
Saint Pierre and Miquelon,SPM,2,1,0,0,0,0,0,1,2020.03
Sint Maarten,SXM,2,1,0,0,0,0,0,1,2020.03
Turks and Caicos Islands,TCA,52,1,9,0,0,41,0,1,2020.03
Trinidad and Tobago,TTO,37,1,21,0,0,13,0,2,2020.03
United States of America,USA,142885,8,52,3142,36781,62935,36826,3141,2020.03
Saint Vincent and the Grenadines,VCT,23,1,6,13,2,0,0,1,2020.03
British Virgin Islands,VGB,7,1,5,0,0,0,0,1,2020.03
Virgin Islands,VIR,24,0,1,3,20,0,0,0,2020.03
American Samoa,ASM,101,1,5,14,77,0,0,4,2020.03
Australia,AUS,36372,6,10,544,23952,11819,0,41,2020.03
Cook Islands,COK,25,1,11,0,0,0,0,13,2020.03
Fiji,FJI,468,1,5,15,85,286,0,76,2020.03
Federated States of Micronesia,FSM,30,1,4,0,0,0,0,25,2020.03
Guam,GUM,21,0,1,1,19,0,0,0,2020.03
Kiribati,KIR,48,1,24,0,0,0,0,23,2020.03
Marshall Islands,MHL,49,1,34,0,0,0,0,14,2020.03
Northern Mariana Islands,MNP,18,1,4,0,0,0,0,13,2020.03
New Caledonia,NCL,62,1,3,33,0,0,0,25,2020.03
Norfolk Islands,NFK,2,0,1,0,0,0,0,1,2020.03
Niue,NIU,18,1,14,2,0,0,0,1,2020.03
Nauru,NRU,16,1,14,0,0,0,0,1,2020.03
New Zealand,NZL,3850,2,17,68,2586,1168,1,8,2020.03
Pitcairn Islands,PCN,9,1,4,0,0,0,0,4,2020.03
Palau,PLW,19,1,16,0,0,0,0,2,2020.03
Papua New Guinea,PNG,137,1,4,22,87,8,0,15,2020.03
French Polynesia,PYF,137,1,5,48,0,0,0,83,2020.03
Solomon Islands ,SLB,253,1,10,50,183,0,0,9,2020.03
Tokelau,TKL,7,1,3,0,0,0,0,3,2020.03
Tonga,TON,20,1,5,0,0,0,0,14,2020.03
Tuvalu,TUV,18,1,9,0,0,0,0,8,2020.03
United States Minor Outlying Islands,UMI,18,1,9,0,0,0,0,8,2020.03
Vanuatu,VUT,39,1,6,0,0,0,0,32,2020.03
Wallis and Futuna Islands,WLF,6,1,3,0,0,0,0,2,2020.03
Samoa,WSM,14,1,11,1,0,0,0,1,2020.03
Argentina,ARG,4241,1,24,525,2808,433,444,6,2020.03
Bolivia,BOL,1150,1,9,112,339,671,18,0,2020.03
Brazil,BRA,41174,1,27,5570,6128,18267,11167,14,2020.03
Chile,CHL,1295,1,16,56,345,808,57,12,2020.03
Colombia,COL,7555,1,33,1122,1131,5258,0,10,2020.03
Ecuador,ECU,2140,1,24,1039,0,1075,0,1,2020.03
Falkland Islands,FLK,2,1,0,0,0,0,0,1,2020.03
French Guiana,GUF,83,1,2,22,57,0,0,1,2020.03
Guyana,GUY,85,1,10,0,70,3,0,1,2020.03
Peru,PER,2349,1,25,196,1870,256,0,1,2020.03
Paraguay,PRY,636,1,18,255,0,293,69,0,2020.03
Suriname,SUR,168,1,10,62,94,0,0,1,2020.03
Uruguay,URY,418,1,19,129,0,209,59,1,2020.03
Venezuela,VEN,832,1,25,336,419,0,48,3,2020.03
Outer World Water,AN_,58,0,0,0,0,0,0,58,2020.03
Outer World Water,OAT,2,0,0,0,0,0,0,2,2020.03
Outer World Water,OBE,1,0,0,0,0,0,0,1,2020.03
Outer World Water,OCA,8,0,0,0,0,0,0,8,2020.03
Outer World Water,OCP,7,0,0,0,0,0,0,7,2020.03
Outer World Water,ODE,4,0,0,0,0,0,0,4,2020.03
Outer World Water,ODK,11,0,0,0,0,0,0,11,2020.03
Outer World Water,OES,3,0,0,0,0,0,0,3,2020.03
Outer World Water,OFI,2,0,0,0,0,0,0,2,2020.03
Outer World Water,OFR,3,0,0,0,0,0,0,3,2020.03
Outer World Water,OGB,2,0,0,0,0,0,0,2,2020.03
Outer World Water,OGR,1,0,0,0,0,0,0,1,2020.03
Outer World Water,OIE,1,0,0,0,0,0,0,1,2020.03
Outer World Water,OIN,12,0,0,0,0,0,0,12,2020.03
Outer World Water,OIT,1,0,0,0,0,0,0,1,2020.03
Outer World Water,OMX,11,0,0,0,0,0,0,11,2020.03
Outer World Water,ONL,1,0,0,0,0,0,0,1,2020.03
Outer World Water,ONO,2,0,0,0,0,0,0,2,2020.03
Outer World Water,OPA,8,0,0,0,0,0,0,8,2020.03
Outer World Water,OPL,1,0,0,0,0,0,0,1,2020.03
Outer World Water,OPT,1,0,0,0,0,0,0,1,2020.03
Outer World Water,ORU,15,0,0,0,0,0,0,15,2020.03
Outer World Water,OSE,5,0,0,0,0,0,0,5,2020.03
Outer World Water,OTR,3,0,0,0,0,0,0,3,2020.03
Outer World Water,OUA,4,0,0,0,0,0,0,4,2020.03
Outer World Water,OUP,1,0,0,0,0,0,0,1,2020.03
TOTAL,TOTAL,1597347,360,3106,41791,232082,901529,413201,5279,2020.03
